"Headline","Publisher","Date"
"Car-smoking fines a 'waste of time'","Otago Daily Times","2019-08-23"
"Titoki Black, Children's Commissioner Andrew Becroft blast claim car smoking ban discriminatory","Newshub","2019-08-23"
"Duncan Garner: Researcher Marewa Glover letting down Maori kids by playing discrimination card on car smoking ban","Newshub","2019-08-23"
"Researcher says banning smoking in cars discriminatory to Maori","Newshub","2019-08-23"
"South Taranaki mayoral candidate more determined after abusive message sent to his daughter","Stuff.co.nz","2019-08-23"
"Local government a tough business but families aren't part of it","Stuff.co.nz","2019-08-23"
"West Coast residents 'gutted' after historic trees were knocked down","Stuff.co.nz","2019-08-23"
"Lecturing councils won't work for Labour either","Newsroom","2019-08-23"
"'Nice pointers, but show us the money,' say councils","Newsroom","2019-08-23"
"Mike Hosking: No Phil Twyford, cities aren't 'failing' - they're choked by red tape","New Zealand Herald","2019-08-23"
"Mike's Minute: No Phil, cities aren't 'failing' - they're choked by red tape","Newstalk ZB","2019-08-23"
"Problems at CAA go deeper than ex-chairman, industry people say","New Zealand Herald","2019-08-23"
"Problems at Civil Aviation Authority bigger than ex-chairman, industry says","Stuff.co.nz","2019-08-23"
"Police Minister 'little bit grumpy' at airport, swears; phones later to apologise","Stuff.co.nz","2019-08-23"
"Police Minister Stuart Nash 'very sorry' for swearing at Air NZ staff member","New Zealand Herald","2019-08-23"
"Police Minister Stuart Nash apologises after airport outburst","Newshub","2019-08-23"
"Watch: Phil Goff and John Tamihere head-to-head in NZ Herald-Newstalk ZB debate","New Zealand Herald","2019-08-23"
"Auckland mayoral hopeful John Tamihere pledges to scrap petrol tax and light rail","Stuff.co.nz","2019-08-23"
"Auckland mayoral debate: John Tamihere v Phil Goff in NZ Herald-NewstalkZB show","New Zealand Herald","2019-08-23"
"Auckland mayor Phil Goff calls mayoral candidate John Tamihere's vows to dump 'Goff gas tax' if elected 'pure fantasy'","TVNZ","2019-08-23"
"Truth, fibs and stupidity: the Auckland mayoralty","Newsroom","2019-08-23"
"Oranga Tamariki signs agreement with North Island iwi Tuhoe","New Zealand Herald","2019-08-23"
"Tuhoe and Oranga Tamariki unite in effort to move at-risk children out of state care","TVNZ","2019-08-23"
"Christchurch shooting: Jacinda Ardern says alleged gunman's manifesto being sold on the internet 'disgusting'","Newshub","2019-08-23"
"Much talk, little action in fuel price debate","Stuff.co.nz","2019-08-23"
"'Abhorrent and disgusting': Accused gunman's manifesto being sold overseas","Newstalk ZB","2019-08-23"
"Selling of alleged Christchurch gunman's manifesto 'abhorrent, disgusting', Ardern says","TVNZ","2019-08-23"
"'Abhorrent': Jacinda Ardern on Chistchurch manifesto being sold online","Stuff.co.nz","2019-08-23"
"'Startling' number of yellow-eyed penguins being caught in commercial fishing nets - Forest and Bird","Stuff.co.nz","2019-08-23"
"Increase in hoiho caught in fishing nets","Otago Daily Times","2019-08-23"
"Yellow eyed penguins under threat from fishing nets Forest & Bird","RNZ","2019-08-23"
"Colin Jeffries-Smith jailed for death of Tauranga gang member","New Zealand Herald","2019-08-23"
"Killed Mob enforcer 'lived two separate lives', says family","Stuff.co.nz","2019-08-23"
"Christchurch bridge brawl leaves person in hospital","Newshub","2019-08-23"
"Pauline Hanson says Jacinda Ardern 'rightfully put in her place' by Alan Jones","TVNZ","2019-08-23"
"Jacinda Ardern 'put in her place' by Alan Jones - Pauline Hanson","Newshub","2019-08-23"
"Alan Jones's radio future will be decided by advertisers, not outrage","ABC News","2019-08-23"
"Alan Jones: 2GB episode with comments about Jacinda Ardern removed","NEWS.com.au","2019-08-23"
"Alan Jones threatening legal action over airing of Jacinda Ardern 'backhand' comment - report","Newshub","2019-08-23"
"Key official responsible for KiwiBuild programme to leave on eve of policy reset","New Zealand Herald","2019-08-23"
"As KiwiBuild loses another top boss, National lambastes programme as a 'sinking ship'","TVNZ","2019-08-23"
"KiwiBuild's head of delivery Helen O'Sullivan stepping down","Newshub","2019-08-23"
"Head of KiwiBuild programme leaving","Otago Daily Times","2019-08-23"
"Prime Minister announces $14 million fund to help lift literacy for lower-skill workers","New Zealand Herald","2019-08-23"
"Fullers ferry breakdown leaves hundreds stranded in Auckland's Devonport","Stuff.co.nz","2019-08-23"
"Fullers ferry service reaches 'peak failure': 'They're operating like a bunch of cowboys'","New Zealand Herald","2019-08-23"
"Herald afternoon quiz: August 22","New Zealand Herald","2019-08-23"
"Quiz: Afternoon trivia challenge August 22, 2019","Stuff.co.nz","2019-08-23"
"State Highway 2 reopens after chemical truck crash","New Zealand Herald","2019-08-23"
"Items stolen from parked vehicles in Arrowtown","Stuff.co.nz","2019-08-23"
"Spate of car thefts in Arrowtown","Otago Daily Times","2019-08-23"
"Man charged with arson over fires near Alexandra","Otago Daily Times","2019-08-23"
"Multiple robberies at Invercargill service station","Stuff.co.nz","2019-08-23"
"Invercargill BP target of two aggravated robberies in one week","TVNZ","2019-08-23"
"Invercargill service station targeted twice in five days","Otago Daily Times","2019-08-23"
"Ngapuhi elder shocked by 'medieval' conditions at Ngawha Prison","Stuff.co.nz","2019-08-23"
"Ngapuhi elder 'shocked' by conditions at Ngawha Prison","New Zealand Herald","2019-08-23"
"Ngawha Prison inmates denied water, forced to relieve selves in exercise yard, Ngapuhi elder alleges","TVNZ","2019-08-23"
"Christchurch woman jailed for stealing plaques from war veterans' graves to fund drug addiction","TVNZ","2019-08-23"
"Christchurch woman jailed 26 months for stealing veteran plaques","Stuff.co.nz","2019-08-23"
"Jail time for woman who stole RSA memorial plaques to sell for drug money","Newshub","2019-08-23"
"Christchurch woman jailed for stealing bronze plaques from war veterans' graves to fund drug addiction","TVNZ","2019-08-23"
"Jail for woman who stole old soldiers' plaques from Springston Cemetery","New Zealand Herald","2019-08-23"
"Manurewa teen Chloe Mears missing for four days found","New Zealand Herald","2019-08-23"
"Missing south Auckland teenager found safe and well","Stuff.co.nz","2019-08-23"
"Euthanasia: Safeguards against coercion inserted into David Seymour's proposed bill","Stuff.co.nz","2019-08-23"
"Euthanasia bill should be dumped says Disability Rights Commissioner","TVNZ","2019-08-23"
"End of Life Choice Bill: MPs debate concerns over coercion","Newshub","2019-08-23"
"The euthanasia bill is back in Parliament - here's what to expect","Stuff.co.nz","2019-08-23"
"National Party MP Paula Bennett responds to 'grumpy' Winston Peters' call for her head - with a bouquet","New Zealand Herald","2019-08-23"
"Winston Peters vs National: Paula Bennett not giving up her scalp","New Zealand Herald","2019-08-23"
"Paula responds to Winston's call for her head - with a bouquet","Newstalk ZB","2019-08-23"
"HDPA: Winston's in the right - National has a history of playing 'dirty politics'","Newstalk ZB","2019-08-23"
"National rejects reports Bennett will resign to end Peters lawsuit","Newstalk ZB","2019-08-23"
"QAC gains rights in Wanaka Airport push","Otago Daily Times","2019-08-23"
"'Major concerns' remain over airport expansion","Otago Daily Times","2019-08-23"
"Two major resignations from group tasked with justice system overhaul","Newshub","2019-08-23"
"Former Taranaki cop jailed for fleecing nearly $500000 from hapu, stalling marae plans","Stuff.co.nz","2019-08-23"
"Former cop Shaun Keenan jailed for 46 theft-related charges","New Zealand Herald","2019-08-23"
"Former cop and Ngati Te Whiti trust CEO jailed for defrauding hapu","TVNZ","2019-08-23"
"Alexandra man had more than 5500 videos and images showing child sex abuse","Stuff.co.nz","2019-08-23"
"'I don't trust them' – Simon Bridges slams Government as culprit for high fuel prices","TVNZ","2019-08-23"
"Labour's attempts to make petrol more affordable futile - Simon Bridges","Newshub","2019-08-23"
"Revealed: The New Zealand regions paying the most and least for fuel | Newshub","Newshub","2019-08-23"
"Court cleared after defendant becomes aggressive","Otago Daily Times","2019-08-23"
"Alexandra District Court cleared after outburst by man charged with assault","Stuff.co.nz","2019-08-23"
"Wellington Regional Council declares climate emergency and goal to be carbon neutral by 2030","Stuff.co.nz","2019-08-23"
"Another case of measles confirmed in Taranaki making it the third in six weeks","Stuff.co.nz","2019-08-23"
"Unvaccinated woman in her 20s is latest Taranaki confirmed measles case","New Zealand Herald","2019-08-23"
"Hamilton Lotto player wins $1 million","Stuff.co.nz","2019-08-23"
"Lotto: Winner yet to claim Saturday's $12.2 million Powerball prize","Newshub","2019-08-23"
"Is it you? $12m Lotto prize remains unclaimed","Newstalk ZB","2019-08-23"
"$12.2 million Powerball prize remains unclaimed","New Zealand Herald","2019-08-23"
"Bomb scare forces Auckland workers out of Victoria St West office building","New Zealand Herald","2019-08-23"
"Bomb threat at central Auckland office building sparks evacuation","Stuff.co.nz","2019-08-23"
"Neo-nazis sell hardcover copies of alleged Christchurch mosque shooter's manifesto online","New Zealand Herald","2019-08-23"
"Flood on Auckland's North Shore caused by poor pipe connections - expert","Stuff.co.nz","2019-08-23"
"Heavy rain sees more than 20mm fall on Auckland's North Shore, garage flooded","Stuff.co.nz","2019-08-23"
"Heavy rain causes flooding in Auckland - more rain expected tonight","New Zealand Herald","2019-08-23"
"Rising seas: NZ must 'put brakes on' coastal development","New Zealand Herald","2019-08-23"
"New NIWA study shows 800,000 Kiwis at risk of flooding in coastal areas","Newshub","2019-08-23"
"'Serious concern': DHBs spent $280 million on medication errors","New Zealand Herald","2019-08-23"
"Man jailed for indecent act in library's 'teen space'","New Zealand Herald","2019-08-23"
"Alleged Kiwi conman fails in bid to have criminal proceedings dropped","TVNZ","2019-08-23"
"Jacinda Ardern promises to look into more opportunities for Muslim women","Stuff.co.nz","2019-08-24"
"Trevor Mallard, Tamati Coffey's baby photo goes viral after debut in Parliament's Speaker's seat","Newshub","2019-08-24"
"New Zealand Speaker Bottle-Feeds Baby In Parliament, Wins Over Internet","NDTV News","2019-08-24"
"Ihumatao protesters banned from Parliament by Speaker Trevor Mallard","Stuff.co.nz","2019-08-24"
"Teens, Youth MPs banned from Parliament after protest","Otago Daily Times","2019-08-24"
"'They have been heard': Jacinda Ardern denies snubbing Ihumatao march","New Zealand Herald","2019-08-24"
"'They should keep on walking' – Paula Bennett calls time on Ihumatao protest","TVNZ","2019-08-24"
"Tamariki present 26000-strong petition calling for Jacinda Ardern to visit Ihumatao","TVNZ","2019-08-24"
"Man seriously injured following shooting at South Auckland bar","TVNZ","2019-08-24"
"Man in serious condition after bar shooting in south Auckland","Stuff.co.nz","2019-08-24"
"Man shot at South Auckland bar overnight - police","RNZ","2019-08-24"
"Man seriously injured after reported shooting in Manukau, South Auckland","New Zealand Herald","2019-08-24"
"Man critically injured following shooting at South Auckland bar","TVNZ","2019-08-24"
"Cops raid cannabis club in Wellington","Stuff.co.nz","2019-08-24"
"Two men charged over Wellington 'cannabis club' | 1 NEWS NOW","TVNZ","2019-08-24"
"Hamilton commuter train may eventually reach Britomart","Newshub","2019-08-24"
"Auckland City Rail Link: Minister mum on compo as Albert St businesses continue to struggle","Stuff.co.nz","2019-08-24"
"Train service campaigner calls for Waikato-wide network after Hamilton-Auckland rail link gets go-ahead","TVNZ","2019-08-24"
"Fox Glacier road to remain closed indefinitely","New Zealand Herald","2019-08-24"
"Road to Fox Glacier closed indefinitely due to landslide","Newshub","2019-08-24"
"West Coast to receive $3.9m funding boost following decision to close access road to Fox River valley","TVNZ","2019-08-24"
"Fox Glacier access road will not reopen","Otago Daily Times","2019-08-24"
"Fox Glacier road to remain closed","Otago Daily Times","2019-08-24"
"Whangarei neighbours 'devastated' by death of baby next door","Stuff.co.nz","2019-08-24"
"Northland baby homicide: man appears in court, detail suppressed","New Zealand Herald","2019-08-24"
"Five-month-old baby found dead in Whangarei, homicide investigation launched","TVNZ","2019-08-24"
"Homicide investigation launched over baby's death in Whangarei","RNZ","2019-08-24"
"5-month-old baby dead, charges laid as homicide investigation unfolds","New Zealand Herald","2019-08-24"
"Motorway mayhem: Northbound lane of Northern Motorway blocked in Auckland","New Zealand Herald","2019-08-24"
"Major delays, queues after crash blocks Auckland motorway lane","Newshub","2019-08-24"
"Your weather: Auckland's 24 straight days of rain as 'beast from the east' looms","New Zealand Herald","2019-08-24"
"Weather: Auckland close to breaking rainy day record","Newshub","2019-08-24"
"Auckland gets 24 straight days of rain","Otago Daily Times","2019-08-24"
"Herald morning quiz: August 24","New Zealand Herald","2019-08-24"
"Quiz: Morning trivia challenge August 24","Stuff.co.nz","2019-08-24"
"Five injured, one critical after Nelson crash","Stuff.co.nz","2019-08-24"
"Five injured, one critically, after crash near Nelson","Newshub","2019-08-24"
"Man at large after escaping from police custody at Rotorua Hospital","TVNZ","2019-08-24"
"Prime Minister Jacinda Ardern will visit Ihumatao","Newshub","2019-08-24"
"Jacinda Ardern's response to hikoi: Visit to Ihumatao 'a matter of timing'","New Zealand Herald","2019-08-24"
