"Headline","Publisher","Date"
"New urban growth plan touted as game changer that will fix NZ's 'dysfunctional' housing market","TVNZ","2019-08-23"
"'Poor quality planning stopping cities from growing' Twyford","RNZ","2019-08-23"
"Govt launches plan to fix NZ's 'failing' cities","Otago Daily Times","2019-08-23"
"Private investigator Clinton Bowerman wins back firearms licence after police revoked it","Stuff.co.nz","2019-08-23"
"The $3.5 billion 'brake' on the economy","Stuff.co.nz","2019-08-23"
"Auckland Light Rail won't start until after 2020","Newstalk ZB","2019-08-23"
"Auckland light rail to Mangere delayed as talks on who will deliver it continue","Stuff.co.nz","2019-08-23"
"Auckland light rail process will drag on past next year","New Zealand Herald","2019-08-23"
"'Extreme humiliation' for pair whose friends got wind of sexual health checkup","New Zealand Herald","2019-08-23"
"Medical centre receptionist dismissed after sharing patient history","Stuff.co.nz","2019-08-23"
"NZ couple 'emotionally distressed' after receptionist disclosed their sexual health check-up","Newshub","2019-08-23"
"Receptionist sacked for blabbing about patients' sexual health","Otago Daily Times","2019-08-23"
"People, roads and billions in assets vulnerable to climate change-related floods","Stuff.co.nz","2019-08-23"
"New reports map cost of flood risk under climate change","TVNZ","2019-08-23"
"River flooding in Canterbury potentially most damaging in NZ","Stuff.co.nz","2019-08-23"
"Person dies in collision between car and logging truck in Waikato","TVNZ","2019-08-23"
"One dead after crash between car and logging truck in Tuakau, south of Auckland","Stuff.co.nz","2019-08-23"
"One dead after logging truck and car collide in Waikato","RNZ","2019-08-23"
"One dead in crash involving logging truck in Tuakau, Waikato","New Zealand Herald","2019-08-23"
"Police 'extremely pleased' after Jonah Lomu's 'niece' Selaima Fakaosilea jailed over meth importation","Newshub","2019-08-23"
"Ninety Mile Beach meth bust: Boat launch a 'comedy of errors', eyewitness says","Stuff.co.nz","2019-08-23"
"Final chapter in NZ's biggest drug bust closed","Otago Daily Times","2019-08-23"
"Pair jailed for their roles in country's biggest meth haul","newsie.co.nz","2019-08-23"
"Ninety Mile beach meth bust: Police ID kingpins behind massive drug haul","Stuff.co.nz","2019-08-23"
"Boris Johnson puts feet on table during visit to Emmanuel Macron's palace","Newshub","2019-08-23"
"Boris Johnson & Emmanuel Macron issue joint statement","The Sun","2019-08-23"
"Pound to euro exchange rate: Sterling to face ‘tougher time’ as PM Boris tackles Brexit","Express","2019-08-23"
"The Guardian view on Boris Johnson in Europe: warmer words but a cold reality","The Guardian","2019-08-23"
"Macron: There is no time to negotiate new Brexit deal","Al Jazeera English","2019-08-23"
"England dominates day one of the third Ashes Test in Leeds","New Zealand Herald","2019-08-23"
"Ashes: Jofra Archer stars for England as Australia's batting crumbles again","Stuff.co.nz","2019-08-23"
"England have a chance with Steve Smith out","RNZ","2019-08-23"
"Ashes 2019: Skipper Joe Root calls for England to capitalise on Steve Smith absence","Newshub","2019-08-23"
"Ashes: England frustrated by weather as Australia 54-2","Stuff.co.nz","2019-08-23"
"Phil Twyford pushes Nigel Gould to resign from CAA","New Zealand Herald","2019-08-23"
"Embattled CAA chair Nigel Gould resigns","Stuff.co.nz","2019-08-23"
"Civil Aviation Authority chair Nigel Gould resigns at Transport Minister Phil Twyford's request","Newshub","2019-08-23"
"Civil Aviation Authority chairperson Nigel Gould resigns | 1 NEWS NOW","TVNZ","2019-08-23"
"Twyford asked 'I step aside' Civil Aviation Authority chair","RNZ","2019-08-23"
"Photos of Speaker with Tamati Coffey's baby in Parliament seen around the world","Stuff.co.nz","2019-08-23"
"Why photo of Speaker Trevor Mallard feeding a baby during debate went viral","New Zealand Herald","2019-08-23"
"Tamati Coffey's baby Tutanekai unfazed as robust debate plays out in Parliament","TVNZ","2019-08-23"
"MP Tamati Coffey's baby gets to sit in the big chair; and Speaker Mallard shows his dad skills","Stuff.co.nz","2019-08-23"
"New Zealand speaker feeds MP's baby during parliament debate","Guardian News","2019-08-23"
"Black Caps v Sri Lanka: Late wicket claws it back after hosts take charge","Stuff.co.nz","2019-08-23"
"Cricket: Black Caps hit back late on disrupted day one of second test v Sri Lanka","New Zealand Herald","2019-08-23"
"Blackcaps v Sri Lanka: Second test - day one","Newshub","2019-08-23"
"Sri Lanka opt to bat in second Test","adaderana.lk","2019-08-23"
"Recap: New Zealand v Sri Lanka, second test as Black Caps look to level two-match series","Stuff.co.nz","2019-08-23"
"Far North iwi want action on speed limits after latest crash","Stuff.co.nz","2019-08-23"
"Air New Zealand set for drop in growth","New Zealand Herald","2019-08-23"
"Air New Zealand profit drop could lead to 'lolly scramble for customers'","Stuff.co.nz","2019-08-23"
"Air NZ reports $270m profit, a third lower than last year","RNZ","2019-08-23"
"Air New Zealand profit sinks, smaller bonus for staff this year","New Zealand Herald","2019-08-23"
"Air New Zealand posts $270 million dollar profit for 2019","Newshub","2019-08-23"
"Winston Peters labels flowers from Paula Bennett, 'seriously bad taste'","TVNZ","2019-08-23"
"'Seriously bad taste' - a recuperating Winston Peters on Paula Bennett's flowers","Stuff.co.nz","2019-08-23"
"Winston Peters slams hospital flowers from Paula Bennett as 'seriously bad taste'","Newshub","2019-08-23"
"Winston Peters lashes out over Paula Bennett's floral gift","Newstalk ZB","2019-08-23"
"Titoki Black, Children's Commissioner Andrew Becroft blast claim car smoking ban discriminatory","Newshub","2019-08-23"
"Car-smoking fines a 'waste of time'","Otago Daily Times","2019-08-23"
"MPs aghast over tobacco researcher Marewa Glover's claim 'bodies heal' from secondhand smoke","Newshub","2019-08-23"
"Duncan Garner: Researcher Marewa Glover letting down Maori kids by playing discrimination card on car smoking ban","Newshub","2019-08-23"
"Researcher says banning smoking in cars discriminatory to Maori","Newshub","2019-08-23"
"South Taranaki mayoral candidate more determined after abusive message sent to his daughter","Stuff.co.nz","2019-08-23"
"Local government a tough business but families aren't part of it","Stuff.co.nz","2019-08-23"
"Former refugee pleas to abolish NZ's quota restriction on African and Middle Eastern refugees","Newshub","2019-08-23"
"Advocates call for change to 'racist and discriminatory' refugee policy","TVNZ","2019-08-23"
"Government decision on 'discriminatory' refugee immigration policy imminent","Stuff.co.nz","2019-08-23"
"West Coast residents 'gutted' after historic trees were knocked down","Stuff.co.nz","2019-08-23"
"Trump attacks Danish PM for 'nasty' comments about his plan to buy Greenland","New Zealand Herald","2019-08-23"
"Trump lashes out at 'nasty' Denmark leader, cancels trip after Greenland rejection","TVNZ","2019-08-23"
"Trump calls Danish Prime Minister's statement 'nasty'","CNN","2019-08-23"
"Trump wanting to buy Greenland is yet another sign of Putin’s puppetry","The Guardian","2019-08-23"
"Donald Trump’s baffling behaviour can no longer be ignored – this president now rules like a dictator","The Independent","2019-08-23"
"China tells Trump it's time to settle trade war, warns against US tariff hikes","Stuff.co.nz","2019-08-23"
"'I am the chosen one' - Trump says he's the person to 'take on China' in trade war","TVNZ","2019-08-23"
"Donald Trump says he's 'the chosen one' to take on China on trade","Newshub","2019-08-23"
"Trump can’t soothe markets by blaming his Fed chair","The Washington Post","2019-08-23"
"Opinion | Trump was right about payroll tax cuts the first time. His team should get on board.","The Washington Post","2019-08-23"
"Fires are ravaging the Amazon - here's what you need to know","Stuff.co.nz","2019-08-23"
"As Amazon rainforest burns, bitter dispute over who is to blame","TVNZ","2019-08-23"
"Amazon rainforest fires: The truth behind the 'record-breaking' headlines","Newshub","2019-08-23"
"Disasters like the Amazon rainforest fires will be virtually impossible to fight once we’re out of the EU","The Independent","2019-08-23"
"Amazon rainforest fire: How big is Amazon rainforest? How much of the rainforest is left?","Express.co.uk","2019-08-23"
"Lecturing councils won't work for Labour either","Newsroom","2019-08-23"
"'Nice pointers, but show us the money,' say councils","Newsroom","2019-08-23"
"Mike Hosking: No Phil Twyford, cities aren't 'failing' - they're choked by red tape","New Zealand Herald","2019-08-23"
"Mike's Minute: No Phil, cities aren't 'failing' - they're choked by red tape","Newstalk ZB","2019-08-23"
"Problems at Civil Aviation Authority bigger than ex-chairman, industry says","Stuff.co.nz","2019-08-23"
"Problems at CAA go deeper than ex-chairman, industry people say","New Zealand Herald","2019-08-23"
"How Jeffrey Epstein may have gamed the system in the days before he died","Stuff.co.nz","2019-08-23"
"How Jeffrey Epstein may have gamed the system from beyond the grave","New Zealand Herald","2019-08-23"
"New lawsuits allege Jeffrey Esptein 'forcibly' used sex toy on woman, confiscated victim's passport","Newshub","2019-08-23"
"Jeffrey Epstein’s Will: He Signed 2 Days Before Killing Himself","The New York Times","2019-08-23"
"Explosive new Jeffrey Epstein allegations: 'Step-by-step' sex tutorial claims","Newstalk ZB","2019-08-23"
"Australian vegan parents who left daughter 'severely malnourished' avoid jail","Newshub","2019-08-23"
"Australian toddler endangered by extreme vegan diet","Stuff.co.nz","2019-08-23"
"Parents sentenced over neglect of child on vegan-only diet","New Zealand Herald","2019-08-23"
"Vegan parents avoid jail over malnourished daughter","Sydney Morning Herald","2019-08-23"
"Vegan Australian parents who left baby girl malnourished avoid jail","BBC News","2019-08-23"
"Police Minister Stuart Nash 'very sorry' for swearing at Air NZ staff member","New Zealand Herald","2019-08-23"
"Police Minister 'little bit grumpy' at airport, swears; phones later to apologise","Stuff.co.nz","2019-08-23"
"Police Minister Stuart Nash apologises after airport outburst","Newshub","2019-08-23"
"Terrifying find in woman's spot that turned out to be more than just a freckle","New Zealand Herald","2019-08-23"
"Watch: Phil Goff and John Tamihere head-to-head in NZ Herald-Newstalk ZB debate","New Zealand Herald","2019-08-23"
"Auckland mayoral hopeful John Tamihere pledges to scrap petrol tax and light rail","Stuff.co.nz","2019-08-23"
"Auckland mayoral debate: John Tamihere v Phil Goff in NZ Herald-NewstalkZB show","New Zealand Herald","2019-08-23"
"Auckland mayor Phil Goff calls mayoral candidate John Tamihere's vows to dump 'Goff gas tax' if elected 'pure fantasy'","TVNZ","2019-08-23"
"Truth, fibs and stupidity: the Auckland mayoralty","Newsroom","2019-08-23"
"Power outage after fatal crash in Mid-Canterbury","Stuff.co.nz","2019-08-23"
"Person dies after car crashes into power pole in Canterbury","TVNZ","2019-08-23"
"ANZ should have disclosed house sale, FMA says","RNZ","2019-08-23"
"He applied for a job - and ended up on trial for a murder that took place 2 decades earlier","Stuff.co.nz","2019-08-23"
"Oranga Tamariki signs agreement with North Island iwi Tuhoe","New Zealand Herald","2019-08-23"
"Tuhoe and Oranga Tamariki unite in effort to move at-risk children out of state care","TVNZ","2019-08-23"
"More than $1 million worth of cocaine found amongst bananas at US grocery stores","Newshub","2019-08-23"
"Over $1 million worth of cocaine found hidden in banana boxes at Safeway stores in Washington","Q13 FOX","2019-08-23"
"More than 100 POUNDS of cocaine worth $1 million found hidden in banana shipments","Daily Mail","2019-08-23"
"It’s ‘not a hoax’ — Bellingham Safeway workers find 23 kilos of cocaine with bananas","Bellingham Herald","2019-08-23"
"Kilos of cocaine found in banana boxes at 3 Washington Safeway stores","KING 5","2019-08-23"
"Much talk, little action in fuel price debate","Stuff.co.nz","2019-08-23"
"Christchurch shooting: Jacinda Ardern says alleged gunman's manifesto being sold on the internet 'disgusting'","Newshub","2019-08-23"
"'Abhorrent': Jacinda Ardern on Chistchurch manifesto being sold online","Stuff.co.nz","2019-08-23"
"Selling of alleged Christchurch gunman's manifesto 'abhorrent, disgusting', Ardern says","TVNZ","2019-08-23"
"'Abhorrent and disgusting': Accused gunman's manifesto being sold overseas","Newstalk ZB","2019-08-23"
"'Startling' number of yellow-eyed penguins being caught in commercial fishing nets - Forest and Bird","Stuff.co.nz","2019-08-23"
"Increase in hoiho caught in fishing nets","Otago Daily Times","2019-08-23"
"Yellow eyed penguins under threat from fishing nets Forest & Bird","RNZ","2019-08-23"
"Frank Bunce says he wouldn't pick SBW, Crotty in All Blacks squad - 'I don't think they're gonna win us a World Cup'","TVNZ","2019-08-23"
"Rugby World Cup: No Sonny Bill Williams or Ryan Crotty in Frank Bunce's squad","Stuff.co.nz","2019-08-23"
"Rugby: Former All Black Frank Bunce says he wouldn't select Sonny Bill Williams or Ryan Crotty for World Cup squad","New Zealand Herald","2019-08-23"
